mona_id	msg_id	cosine_similarity	mona_smiles	msg_smiles
MoNA_71073	MassSpecGymID0195419	0.8197715863459253	C=c1cc(O)c2c(O)c(OC)c(O)c3c(O)c4c(c1c23)OC(C)C4(C)C	COc1c(O)ccc2c(=O)c3c(O)cc(O)c(OC)c3n(C)c12
MoNA_65337	MassSpecGymID0095531	0.7342774441201091	COc1cc2c(cc1OC)C1C(=O)c3ccc4c(c3OC1CO2)CC(C(C)C)O4	C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
MoNA_8058	MassSpecGymID0117994	0.7154397314393337	C=c1cc(O)c2c(O)c(OC)c(O)c3c(O)c4c(c1c23)OC(C)C4(C)C	O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)c(C3OCC(O)C(O)C3O)c(O)c12
MoNA_82360	MassSpecGymID0005217	0.7402193614414403	CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC1(C)C(C)CCC(=O)C1C	Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
MoNA_67525	MassSpecGymID0193979	0.7430695489653265	COC(=O)CC(O)C1OC(c2ccccc2)C(O)C1O	O=C(O)Cc1cn(C2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)c2ccccc12
MoNA_38543	MassSpecGymID0181895	0.8303026456865581	C=C1C(=O)OC2CC(C)=C(C(C)CCCOC3OC(CO)C(O)C(O)C3O)C(O)C12	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
MoNA_8451	MassSpecGymID0380118	0.9063490518781124	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	COC(=O)c1cn(CC2(C)CCCC3(C)c4ccc(C(C)C)cc4CCC23)cc2c(=O)[nH]nc1-2
MoNA_85548	MassSpecGymID0120121	0.728687613198917	CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O	Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2
MoNA_8058	MassSpecGymID0351278	0.7258429011272671	C=c1cc(O)c2c(O)c(OC)c(O)c3c(O)c4c(c1c23)OC(C)C4(C)C	CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O
MoNA_67370	MassSpecGymID0202974	0.783002092307741	CC1=C(CCC(C)OC2OC(CO)C(O)C(O)C2O)C(C)(C)CC(O)C1	COC1CC(c2ccc[nH]2)=NC12OC(C)CC1CCCCCCCc3ccc([nH]3)C12
MoNA_693	MassSpecGymID0158107	0.7011571039427931	CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)CO)OCC(O)C2O)C(O)C(OC2OCC(O)C(O)C2O)C1O	Cc1occc(=O)c1OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O
MoNA_42471	MassSpecGymID0181892	0.7575653424108096	COc1cc2oc3c(Cl)c(OC)c(Cl)c(C)c3c(=O)c2c(O)c1Cl	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
MoNA_67214	MassSpecGymID0398434	0.8091132806799617	OCC1OC(Oc2cc(O)c3c(c2)OC(c2ccc(O)cc2)C(O)C3)C(O)C(O)C1O	COc1ccc(CNC(=O)C(C)N2C(=O)N3CCc4c([nH]c5ccc(OC)cc45)C3(C)C2=O)cc1
MoNA_45577	MassSpecGymID0067422	0.9126898167943626	COC1C(O)C(CO)OC1n1cnc2c(=O)[nH]cnc21	COC1C(O)C(CO)OC1n1cnc2c(N)ncnc21
MoNA_8451	MassSpecGymID0047221	0.7452475323507247	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
MoNA_82360	MassSpecGymID0354157	0.8201828411894815	CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC1(C)C(C)CCC(=O)C1C	CC=C1CNC2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC
MoNA_8058	MassSpecGymID0275423	0.8490079316325668	C=c1cc(O)c2c(O)c(OC)c(O)c3c(O)c4c(c1c23)OC(C)C4(C)C	CC=C1CN2C3CC1C1(C(=O)OC)C2CC2(c4ccccc4NC32)C1O
MoNA_45650	MassSpecGymID0206741	0.85315064471219	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1	CCOC(=O)Cc1cc(-c2ccccc2O)nc2ccc3ccccc3c12
MoNA_8451	MassSpecGymID0047247	0.8303425743731795	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
MoNA_67214	MassSpecGymID0190128	0.875559322267351	OCC1OC(Oc2cc(O)c3c(c2)OC(c2ccc(O)cc2)C(O)C3)C(O)C(O)C1O	COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C34OC(OC)(CC(OC(C)=O)C3(C)C1C2)OC4(C)C
MoNA_67493	MassSpecGymID0192151	0.7559971563697798	CC1CC(=O)C2=C(O1)OC1(C)CCC3C(C)(C)C4OC4C(=O)C3(C)C1C2	CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(CCCCCC(=O)C(O)CO)NC(=O)C2CCCCN2C1=O
MoNA_45650	MassSpecGymID0224670	0.8178061081208636	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1	C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1
MoNA_67370	MassSpecGymID0202996	0.9242474194401682	CC1=C(CCC(C)OC2OC(CO)C(O)C(O)C2O)C(C)(C)CC(O)C1	CCC(O)CCCCCC1NC(=O)C2CCCCN2C(=O)C(Cc2ccccc2)NC(=O)C(C)NC1=O
MoNA_8451	MassSpecGymID0268089	0.8532907848248579	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1OC
MoNA_82360	MassSpecGymID0283164	0.7194156601248639	CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC1(C)C(C)CCC(=O)C1C	COc1c(-c2ccccc2)oc2c(ccc3ccoc32)c1=O
MoNA_42473	MassSpecGymID0398971	0.7870138584035694	COc1cc(C)c2c(=O)c3c(O)cc(OC)cc3oc2c1	COc1cc2oc3ccccc3c(=O)c2cc1OC
MoNA_82360	MassSpecGymID0134456	0.7518846021244864	CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC1(C)C(C)CCC(=O)C1C	O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12
MoNA_42475	MassSpecGymID0008091	0.8953821238215509	COc1cc2oc3c(Cl)c(OC)cc(C)c3c(=O)c2c(O)c1Cl	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
MoNA_67214	MassSpecGymID0194012	0.9175519026951239	OCC1OC(Oc2cc(O)c3c(c2)OC(c2ccc(O)cc2)C(O)C3)C(O)C(O)C1O	C=C(CCO)C(=O)OCC1OCC(OC(=O)C(=C)CCOC2OC(CO)C(O)C(O)C2O)C(O)C1O
MoNA_67525	MassSpecGymID0190323	0.8259904718850863	COC(=O)CC(O)C1OC(c2ccccc2)C(O)C1O	CC(C)c1cc2c(c(O)c1OC1OC(CO)C(O)C(O)C1O)CC1(O)CCC(O)C(C)(C)C1CC2
MoNA_17918	MassSpecGymID0155756	0.8638681597455814	COC(=O)CC(O)C1OC(c2ccccc2)C(O)C1O	COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1OC
MoNA_45650	MassSpecGymID0015530	0.8424017733130742	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1	Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C
MoNA_6117	MassSpecGymID0159550	0.721692133830379	C=C(C)C=Cc1c(O)c(O)c2ccccc2c1O	COc1cc2oc3cc(OC)c(OC)c(C=CC(C)C)c3c(=O)c2c(O)c1CC=C(C)C
MoNA_22145	MassSpecGymID0008037	0.726940173931309	NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O
MoNA_5942	MassSpecGymID0005786	0.8227012248237985	COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O	CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
MoNA_85548	MassSpecGymID0138432	0.7297877304055409	CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O	O=c1cc(-c2ccc(O)c(O)c2)oc2c(C3OCC(O)C(O)C3O)c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12
MoNA_77024	MassSpecGymID0148193	0.8084982788769013	CC1=CC2(O)OC3(CC2=C(C)C)C(C)CCC13	CC1C(=O)OC2C1CCC1(C)C(=O)C=CC(C)(O)C21
MoNA_67525	MassSpecGymID0396010	0.7299566776156637	COC(=O)CC(O)C1OC(c2ccccc2)C(O)C1O	CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O
MoNA_8451	MassSpecGymID0380253	0.7377352100750605	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NCC1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
MoNA_8451	MassSpecGymID0138843	0.9373404967972714	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O
MoNA_2766	MassSpecGymID0192477	0.7627684818837992	CC1=C2C3OC(=O)C(C)C3(O)CCC2(C)CCC1=O	CCC=Cc1oc(O)c2c1CCC(O)C2O
MoNA_8451	MassSpecGymID0375850	0.9604734468545795	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	COc1ccc2[nH]c3c(c2c1)CN(C(=O)C(CCSC)Nc1ccc2c(cc1=O)C(NC(C)=O)CCc1cc(OC)c(OC)c(OC)c1-2)CC3
MoNA_24925	MassSpecGymID0182373	0.7280284049087923	C=c1cc(O)c2c(O)c(OC)c(O)c3c(O)c4c(c1c23)OC(C)C4(C)C	COc1cc(C)nc(-n2nc(C)cc2OC)n1
MoNA_5942	MassSpecGymID0157239	0.7702808513763216	COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O	Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C(C)(C)OC1OC(CO)C(O)C(O)C1O)C3
MoNA_45530	MassSpecGymID0183388	0.9415987742347849	Cn1c(=N)ccn(C2OC(CO)C(O)C2O)c1=O	Cc1cn(C2OC(CO)C(O)C2O)c(=S)[nH]c1=O
MoNA_38545	MassSpecGymID0202510	0.908915255826892	C=C1C(=O)OC2CC(C)=C(C(C)CCCOC3OC(CO)C(O)C(O)C3O)C(O)C12	Cc1cc(=O)n(-c2ccccc2)[nH]1
MoNA_45650	MassSpecGymID0214124	0.855991438190606	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1	O=C(c1nc(C2CCCC2)nc2c1OCCO2)N1CCCC1
MoNA_8451	MassSpecGymID0286089	0.7315040452921898	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1	Cn1c2ccccc2c(=O)c2c(O)cccc21
MoNA_42487	MassSpecGymID0181892	0.8942741170270349	Cc1cc(O)c(Cl)c2oc3c(Cl)c(O)c(Cl)c(O)c3c(=O)c12	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
MoNA_42489	MassSpecGymID0202510	0.8230184573134975	Cc1cc(O)cc2oc3c(Cl)c(O)cc(O)c3c(=O)c12	Cc1cc(=O)n(-c2ccccc2)[nH]1
MoNA_31638	MassSpecGymID0009700	0.7016017405593393	Cc1occc(=O)c1OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O	Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
MoNA_67493	MassSpecGymID0181900	0.826681394236312	CC1CC(=O)C2=C(O1)OC1(C)CCC3C(C)(C)C4OC4C(=O)C3(C)C1C2	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
