mona_id	msg_id	cosine_similarity	mona_smiles
MoNA_82360	MassSpecGymID0283164	0.7194156601248639	CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC1(C)C(C)CCC(=O)C1C
MoNA_42473	MassSpecGymID0398971	0.7870138584035694	COc1cc(C)c2c(=O)c3c(O)cc(OC)cc3oc2c1
MoNA_82360	MassSpecGymID0134456	0.7518846021244864	CC(=CCc1c(O)c(Cl)c(C)c(C=O)c1O)CCC1(C)C(C)CCC(=O)C1C
MoNA_42475	MassSpecGymID0008091	0.8953821238215509	COc1cc2oc3c(Cl)c(OC)cc(C)c3c(=O)c2c(O)c1Cl
MoNA_67214	MassSpecGymID0194012	0.9175519026951239	OCC1OC(Oc2cc(O)c3c(c2)OC(c2ccc(O)cc2)C(O)C3)C(O)C(O)C1O
MoNA_67525	MassSpecGymID0190323	0.8259904718850863	COC(=O)CC(O)C1OC(c2ccccc2)C(O)C1O
MoNA_17918	MassSpecGymID0155756	0.8638681597455814	COC(=O)CC(O)C1OC(c2ccccc2)C(O)C1O
MoNA_45650	MassSpecGymID0015530	0.8424017733130742	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1
MoNA_6117	MassSpecGymID0159550	0.721692133830379	C=C(C)C=Cc1c(O)c(O)c2ccccc2c1O
MoNA_22145	MassSpecGymID0008037	0.726940173931309	NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])O)C(O)C2O)c1
MoNA_5942	MassSpecGymID0005786	0.8227012248237985	COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O
MoNA_85548	MassSpecGymID0138432	0.7297877304055409	CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O
MoNA_77024	MassSpecGymID0148193	0.8084982788769013	CC1=CC2(O)OC3(CC2=C(C)C)C(C)CCC13
MoNA_45530	MassSpecGymID0183446	1.0000000000000002	Cn1c(=N)ccn(C2OC(CO)C(O)C2O)c1=O
MoNA_67525	MassSpecGymID0396010	0.7299566776156637	COC(=O)CC(O)C1OC(c2ccccc2)C(O)C1O
MoNA_8451	MassSpecGymID0380253	0.7377352100750605	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1
MoNA_8451	MassSpecGymID0138843	0.9373404967972714	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1
MoNA_2766	MassSpecGymID0192477	0.7627684818837992	CC1=C2C3OC(=O)C(C)C3(O)CCC2(C)CCC1=O
MoNA_8451	MassSpecGymID0375850	0.9604734468545795	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1
MoNA_24925	MassSpecGymID0182373	0.7280284049087923	C=c1cc(O)c2c(O)c(OC)c(O)c3c(O)c4c(c1c23)OC(C)C4(C)C
MoNA_31980	MassSpecGymID0158854	1.0000000000000002	Oc1ccc(C2Oc3cc(OC4OCC(O)C(O)C4O)cc(O)c3CC2O)cc1O
MoNA_5942	MassSpecGymID0157239	0.7702808513763216	COc1cc2ccc(=O)oc2c(OC2OC(CO)C(O)C(O)C2O)c1O
MoNA_45530	MassSpecGymID0183388	0.9415987742347849	Cn1c(=N)ccn(C2OC(CO)C(O)C2O)c1=O
MoNA_38545	MassSpecGymID0202510	0.908915255826892	C=C1C(=O)OC2CC(C)=C(C(C)CCCOC3OC(CO)C(O)C(O)C3O)C(O)C12
MoNA_45650	MassSpecGymID0214124	0.855991438190606	CN1CCc2cc(Cl)c(O)cc2C(c2ccccc2)C1
MoNA_8451	MassSpecGymID0286089	0.7315040452921898	COc1ccc(C=CC(=O)C=Cc2ccc(OC)cc2)cc1
MoNA_42487	MassSpecGymID0181892	0.8942741170270349	Cc1cc(O)c(Cl)c2oc3c(Cl)c(O)c(Cl)c(O)c3c(=O)c12
MoNA_42489	MassSpecGymID0202510	0.8230184573134975	Cc1cc(O)cc2oc3c(Cl)c(O)cc(O)c3c(=O)c12
MoNA_31638	MassSpecGymID0009700	0.7016017405593393	Cc1occc(=O)c1OC1OC(COC2OCC(O)(CO)C2O)C(O)C(O)C1O
MoNA_67493	MassSpecGymID0181900	0.826681394236312	CC1CC(=O)C2=C(O1)OC1(C)CCC3C(C)(C)C4OC4C(=O)C3(C)C1C2
