name_main,name_sub,true_label,cosine_similarity,confidence_ice,prob_similarity,confidence_sia,trust_gap,smiles_main,smiles_sub,mz_main,mz_sub,mass_diff,peaks_main,peaks_sub
MassSpecGymID0230063,MassSpecGymID0236285,1.0,0.9933930747887996,0.49339307478879957,0.3226601183414459,0.17733988165855408,0.6707329564473536,Nc1nc2cc(-c3ccc4ncc(C(=O)N5CCOCC5)n4c3)ccc2o1,Cc1nc(N2CCC(O)C2)ncc1-c1cc(C(F)(F)F)cc2[nH]ncc12,364.14042,364.13797,0.0024500000000102773,"[(40.458897, 0.020470000000000002), (40.461094, 0.01497), (114.054779, 0.01171), (277.072327, 0.07565000000000001), (364.032135, 0.00603), (364.140076, 1.0), (364.222839, 0.0054), (364.248199, 0.00657)]","[(40.46051, 0.02144), (203.930923, 0.02052), (346.128052, 0.05239), (364.137848, 1.0)]"
MassSpecGymID0227730,MassSpecGymID0234032,1.0,0.9537556337206704,0.4537556337206704,0.2883808016777038,0.2116191983222962,0.6653748320429667,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,260.20089,482.12997,221.92908,"[(41.038567, 0.004), (42.033783, 0.009389999999999999), (44.049404, 0.0143), (55.054085, 0.04568), (56.049366, 0.0034300000000000003), (69.069664, 0.01748), (70.064926, 0.0872), (79.020988, 0.00619), (83.072823, 0.0035299999999999997), (96.080605, 0.00836), (98.096199, 1.0), (98.102821, 0.01353), (98.107796, 0.0129), (98.110985, 0.00931), (98.115448, 0.00328), (98.119888, 0.00233), (105.069504, 0.00158), (133.064697, 0.0095), (137.953995, 0.00233)]","[(42.033775, 0.015189999999999999), (44.049416, 0.027759999999999996), (55.054092, 0.11124), (56.049347, 0.40615), (58.065079, 0.010129999999999998), (68.049332, 0.01085), (69.057182, 0.00932), (69.069656, 0.06645), (70.064911, 0.55891), (71.072746, 0.36514), (72.080635, 0.01809), (82.065041, 0.00997), (84.080582, 0.303), (96.080544, 0.05061), (97.088295, 0.01233), (98.096214, 1.0), (98.102867, 0.01018), (121.064621, 0.01268), (219.999222, 0.012589999999999999), (244.993896, 0.017589999999999998)]"
MassSpecGymID0234615,MassSpecGymID0238198,1.0,0.9677999317820408,0.4677999317820408,0.3033744692802429,0.19662553071975708,0.6644254625017979,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCN1CCOCC1,O=[N+]([O-])c1cncn1CCN1CCOCC1,561.20116,227.11387,334.08728999999994,"[(114.091194, 1.0), (114.099342, 0.01753), (114.109634, 0.00874), (561.205078, 0.00461)]","[(42.033947, 0.0023), (70.064934, 0.012969999999999999), (84.080574, 0.0054600000000000004), (100.075539, 0.01472), (114.091202, 1.0), (114.099365, 0.01309), (114.105705, 0.011659999999999998), (114.109863, 0.00958), (167.003952, 0.00336), (227.114639, 0.00672)]"
MassSpecGymID0029505,MassSpecGymID0039737,1.0,0.9983453285452312,0.49834532854523117,0.3545416891574859,0.1454583108425141,0.6438036393877453,c1ccc2c(c1)[nH]c1ncccc12,c1ccc2c(c1)[nH]c1ccncc12,169.076,169.076,0.0,"[(113.0381, 0.04004004004004004), (114.0338, 0.011011011011011011), (114.0459, 0.08008008008008008), (115.0538, 0.2682682682682683), (116.0507, 0.03303303303303303), (117.0568, 0.042042042042042045), (125.0376, 0.006006006006006006), (128.0486, 0.02902902902902903), (129.0444, 0.012012012012012012), (129.0562, 0.009009009009009009), (139.0412, 0.009009009009009009), (140.0488, 0.9079079079079079), (141.0561, 0.5275275275275275), (142.0533, 0.08208208208208208), (142.0595, 0.07307307307307308), (143.0582, 0.011011011011011011), (152.0484, 0.008008008008008008), (153.0436, 0.006006006006006006), (165.043, 0.005005005005005005), (166.0518, 0.04904904904904905), (167.0593, 0.16716716716716717), (168.0674, 1.0), (169.0731, 0.20520520520520522), (170.0768, 0.024024024024024024)]","[(113.0381, 0.04100408), (114.0338, 0.0115902), (114.0459, 0.08053086999999999), (115.0538, 0.26862839), (116.0507, 0.03401393), (117.0568, 0.042721600000000005), (125.0376, 0.00661782), (128.0486, 0.02949796), (129.0444, 0.012262789999999999), (129.0562, 0.009596440000000001), (139.0412, 0.00941629), (140.0488, 0.90793899), (141.0561, 0.52803267), (142.0533, 0.08232044), (142.0595, 0.07338458), (143.0582, 0.01160221), (152.0484, 0.008011049999999999), (153.0436, 0.0060773500000000005), (165.043, 0.00584915), (166.0518, 0.04942349), (167.0593, 0.16814796999999998), (168.0674, 1.0), (169.0731, 0.20595724), (170.0768, 0.02416527)]"
MassSpecGymID0029510,MassSpecGymID0039729,1.0,0.9983453285452312,0.49834532854523117,0.356594830751419,0.143405169248581,0.6417504977938122,c1ccc2c(c1)[nH]c1ncccc12,c1ccc2c(c1)[nH]c1ccncc12,169.076,169.076,0.0,"[(113.038, 0.00624543), (114.0456, 0.01434609), (115.0538, 0.16603959), (116.0555, 0.0174808), (117.0564, 0.01281472), (128.0485, 0.00872041), (129.056, 0.00829658), (140.0486, 0.18004582), (141.0561, 0.16804276999999998), (142.0636, 0.07989908), (143.0662, 0.0075009099999999995), (152.0481, 0.00914823), (166.0513, 0.008792379999999999), (167.0593, 0.05976738), (168.0673, 1.0), (169.0744, 0.5174268200000001), (170.0776, 0.044285750000000006)]","[(113.038, 0.006006006006006006), (114.0456, 0.014014014014014014), (115.0538, 0.16516516516516516), (116.0555, 0.01701701701701702), (117.0564, 0.012012012012012012), (128.0485, 0.008008008008008008), (129.056, 0.008008008008008008), (140.0486, 0.17917917917917917), (141.0561, 0.16716716716716717), (142.0636, 0.07907907907907907), (143.0662, 0.007007007007007007), (152.0481, 0.009009009009009009), (166.0513, 0.008008008008008008), (167.0593, 0.05905905905905906), (168.0673, 1.0), (169.0744, 0.5165165165165165), (170.0776, 0.044044044044044044)]"
MassSpecGymID0227731,MassSpecGymID0230735,1.0,0.9577263823768108,0.45772638237681085,0.3226663470268249,0.1773336529731751,0.635060035349986,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(Cl)cc1,260.20089,331.15717,70.95627999999999,"[(70.064835, 0.00153), (98.096031, 1.0), (98.103134, 0.02086), (98.107506, 0.0177), (98.110802, 0.0095), (98.115112, 0.00415), (98.119621, 0.00223), (137.954025, 0.00417), (155.964737, 0.0023699999999999997), (181.944107, 0.00207), (199.955032, 0.0028100000000000004), (260.201172, 0.058730000000000004)]","[(98.095993, 1.0), (98.103188, 0.02283), (98.107231, 0.01447), (331.157104, 0.34879)]"
MassSpecGymID0231105,MassSpecGymID0231641,1.0,0.8530408800612962,0.3530408800612962,0.2208865880966186,0.2791134119033814,0.6321542919646777,CNc1nnc(SCc2ccccc2)s1,CC(C)CC(NC(=O)C1CCCN1C(=O)OCc1ccccc1)C(=O)O,238.04671,363.19145,125.14473999999998,"[(44.979267, 0.0028299999999999996), (57.044598, 0.01391), (62.005791, 0.01118), (63.023045, 0.00124), (65.038445, 0.0489), (73.993141, 0.005869999999999999), (74.005745, 0.00379), (89.016548, 0.0018), (91.054039, 1.0), (91.060043, 0.01188), (91.0644, 0.01291), (91.067215, 0.00958), (91.071358, 0.0039900000000000005), (91.078972, 0.0013800000000000002), (106.064735, 0.00104), (146.992401, 0.00099)]","[(63.023132, 0.0013900000000000002), (65.038437, 0.01876), (68.049286, 0.00786), (70.064941, 0.11094), (70.069374, 0.00147), (86.096268, 0.0076100000000000004), (91.054039, 1.0), (91.060036, 0.012729999999999998), (91.064354, 0.01344), (91.067352, 0.00846), (91.071121, 0.0037199999999999998), (91.075188, 0.0023799999999999997), (114.054787, 0.00256), (124.112083, 0.0013800000000000002), (125.070961, 0.00426), (141.065857, 0.0066500000000000005), (153.138794, 0.00169), (160.097092, 0.00136), (160.112198, 0.032440000000000004), (270.160736, 0.00202), (287.188141, 0.00151)]"
MassSpecGymID0222234,MassSpecGymID0227731,1.0,0.9966403349232686,0.49664033492326864,0.3720329105854034,0.1279670894145966,0.6246074243378652,C(#Cc1nc2ncccc2nc1OCCN1CCCC1)c1ccccc1,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,345.17099,260.20089,84.9701,"[(56.049419, 0.00434), (98.096191, 1.0), (98.102982, 0.01758), (98.107742, 0.01546), (98.110924, 0.00927), (98.115311, 0.00365), (98.119545, 0.00196), (274.097656, 0.00306), (345.171875, 0.011399999999999999)]","[(70.064835, 0.00153), (98.096031, 1.0), (98.103134, 0.02086), (98.107506, 0.0177), (98.110802, 0.0095), (98.115112, 0.00415), (98.119621, 0.00223), (137.954025, 0.00417), (155.964737, 0.0023699999999999997), (181.944107, 0.00207), (199.955032, 0.0028100000000000004), (260.201172, 0.058730000000000004)]"
MassSpecGymID0221715,MassSpecGymID0231105,1.0,0.9199326076430672,0.41993260764306717,0.2955175340175628,0.2044824659824372,0.6244150736255043,NC(=O)c1ncn(C2OC(CNCc3ccccc3)C(O)C2O)c1N,CNc1nnc(SCc2ccccc2)s1,348.16663,238.04671,110.11992000000001,"[(44.04945, 0.00151), (55.017769, 0.00164), (55.029053, 0.0016200000000000001), (60.044193, 0.00507), (65.038406, 0.00795), (69.033264, 0.0034799999999999996), (72.044151, 0.00515), (84.055359, 0.0017299999999999998), (85.028084, 0.0028799999999999997), (91.05397, 1.0), (91.060043, 0.01337), (91.064316, 0.014539999999999999), (91.06707, 0.009300000000000001), (91.070999, 0.0033900000000000002), (91.07476, 0.0019), (96.044411, 0.00216), (96.055435, 0.0027700000000000003), (105.069649, 0.005410000000000001), (106.064835, 0.00222), (110.034698, 0.06929), (117.069557, 0.00203), (120.055237, 0.00291), (120.080566, 0.02257), (124.050224, 0.00232), (127.061264, 0.00392), (128.045303, 0.08891), (129.069626, 0.00376), (133.064774, 0.0020599999999999998), (138.066147, 0.00296), (140.045471, 0.0040999999999999995), (148.050629, 0.00221), (157.064728, 0.00172), (166.061172, 0.00938), (176.045609, 0.00345), (222.07579, 0.0018), (222.114182, 0.00229)]","[(44.979267, 0.0028299999999999996), (57.044598, 0.01391), (62.005791, 0.01118), (63.023045, 0.00124), (65.038445, 0.0489), (73.993141, 0.005869999999999999), (74.005745, 0.00379), (89.016548, 0.0018), (91.054039, 1.0), (91.060043, 0.01188), (91.0644, 0.01291), (91.067215, 0.00958), (91.071358, 0.0039900000000000005), (91.078972, 0.0013800000000000002), (106.064735, 0.00104), (146.992401, 0.00099)]"
MassSpecGymID0212470,MassSpecGymID0215828,1.0,0.9123970694754896,0.4123970694754896,0.3106132447719574,0.1893867552280426,0.6017838247035322,CS(=O)(=O)N1CCCN(C(=O)c2ccccc2F)CC1,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)c1ccccc1F,301.10167,359.15542,58.05374999999998,"[(45.986992, 0.00178), (46.994797, 0.00466), (51.02272, 0.00317), (55.934132, 0.00404), (61.01033, 0.0063), (62.01815, 0.01336), (65.038208, 0.0020399999999999997), (71.028793, 0.0019), (71.928925, 0.00132), (72.936699, 0.00203), (75.022636, 0.00762), (79.020859, 0.0060999999999999995), (90.947235, 0.00335), (93.033119, 0.00489), (95.028877, 0.00888), (98.083519, 0.00378), (111.043663, 0.00201), (113.039291, 0.042190000000000005), (118.924469, 0.0028000000000000004), (121.039192, 0.0059), (123.023689, 1.0), (123.034035, 0.11405), (123.040871, 0.01098), (123.044632, 0.01394), (123.050934, 0.00439), (123.055771, 0.00242), (123.062584, 0.00155), (123.938339, 0.0011899999999999999), (124.026443, 0.0010299999999999999), (134.95575, 0.0054600000000000004), (136.935104, 0.00121), (137.953918, 0.0027900000000000004), (150.950668, 0.0034300000000000003), (152.966278, 0.00127)]","[(61.010349, 0.00161), (75.022644, 0.0028899999999999998), (77.038406, 0.00196), (86.0961, 0.0032), (91.053909, 0.00672), (92.049126, 0.00193), (95.029083, 0.00332), (95.048851, 0.00561), (103.053894, 0.32321), (103.061806, 0.00421), (103.066147, 0.00458), (103.069855, 0.00338), (105.044548, 0.00199), (113.039467, 0.01393), (115.053932, 0.02044), (118.064842, 0.02612), (123.023796, 1.0), (123.034142, 0.05792), (123.040955, 0.00876), (123.04483, 0.0111), (123.050957, 0.00335), (123.056488, 0.00246), (124.027, 0.00184), (130.029053, 0.0017000000000000001), (140.050064, 0.00228), (142.064987, 0.06563), (143.072464, 0.00345), (144.080368, 0.00158), (160.075729, 0.00503), (178.077759, 0.00736), (179.085907, 0.00229), (185.071014, 0.00469), (186.074173, 0.0070599999999999994), (189.074112, 0.0028199999999999996), (193.101349, 0.00249), (202.077942, 0.0059099999999999995), (203.085419, 0.01146), (204.080872, 0.03207), (205.088593, 0.04632), (218.096588, 0.01188), (219.104034, 0.01121), (220.112289, 0.06787)]"
MassSpecGymID0216255,MassSpecGymID0217467,1.0,0.9817627782234468,0.4817627782234468,0.3822085559368133,0.1177914440631867,0.5995542222866335,CCC(C)C(NC(=O)Cn1nc2c(cc1=O)CCCC2)C(=O)O,CC(C)CC(NC(=O)Cn1nc2c(cc1=O)CCCC2)C(=O)O,322.17613,322.17613,0.0,"[(40.770481, 0.00192), (40.772648, 0.0017000000000000001), (43.029217, 0.0020499999999999997), (44.04961, 0.00095), (67.054283, 0.00133), (79.054283, 0.01141), (80.049576, 0.0034699999999999996), (81.069809, 0.00101), (91.054321, 0.00991), (92.049622, 0.0029), (92.062241, 0.0017100000000000001), (93.057388, 0.00132), (93.070076, 0.00557), (94.065208, 0.00676), (95.049347, 0.00136), (103.054817, 0.00147), (105.04496, 0.00131), (105.069962, 0.0013800000000000002), (106.065231, 0.0168), (107.060471, 0.004), (107.073128, 0.00628), (107.085732, 0.00213), (108.08091, 0.00886), (109.067474, 0.00091), (109.076187, 0.00753), (116.049545, 0.00159), (117.057312, 0.00115), (118.065254, 0.01692), (119.049973, 0.0013700000000000001), (119.060402, 0.001), (120.044884, 0.00251), (120.057159, 0.014410000000000001), (120.067322, 0.00126), (120.08094, 0.00542), (124.075424, 0.00098), (133.076523, 0.00226), (134.060226, 0.02483), (134.071472, 0.0014099999999999998), (135.05722, 0.0014099999999999998), (135.068054, 0.05157), (135.082321, 0.00172), (135.091888, 0.14564), (136.075943, 0.01209), (146.060226, 0.00804), (148.063705, 0.0011799999999999998), (151.086914, 0.00685), (152.071289, 0.00095), (163.054413, 0.00733), (163.061874, 0.00506), (163.086838, 1.0), (163.112488, 0.00532), (163.118912, 0.00637), (163.128418, 0.00229), (164.090424, 0.00202), (181.078491, 0.00107), (181.09758, 0.0446), (181.116196, 0.00123), (191.06189, 0.00127), (191.081787, 0.02888), (195.112381, 0.00094), (204.113876, 0.00376)]","[(40.770206, 0.0013900000000000002), (40.772388, 0.0025900000000000003), (43.028854, 0.00248), (44.04929, 0.0014000000000000002), (67.054001, 0.00101), (79.05381, 0.011000000000000001), (80.048988, 0.00385), (81.069572, 0.00099), (82.064667, 0.0010199999999999999), (91.053825, 0.00986), (92.049095, 0.00265), (92.061684, 0.00187), (93.056763, 0.0017299999999999998), (93.069412, 0.00569), (94.064651, 0.0076300000000000005), (95.048729, 0.00157), (103.053825, 0.00179), (105.044312, 0.00109), (105.06971, 0.0013), (106.064667, 0.017490000000000002), (107.059898, 0.0033), (107.072472, 0.0057599999999999995), (107.085144, 0.00166), (108.080292, 0.00821), (109.075539, 0.00769), (116.048866, 0.0015), (117.056831, 0.00121), (118.064621, 0.01724), (119.049042, 0.00147), (120.044151, 0.0032600000000000003), (120.05645, 0.01466), (120.0802, 0.00579), (122.059158, 0.00098), (130.06459, 0.0016), (133.075806, 0.00226), (134.05957, 0.025550000000000003), (134.072006, 0.0018), (135.067383, 0.052140000000000006), (135.091171, 0.15285), (135.102264, 0.00294), (135.109833, 0.00227), (135.115387, 0.00122), (136.075165, 0.01361), (146.059586, 0.00872), (148.06279, 0.0013700000000000001), (151.086029, 0.005699999999999999), (163.053619, 0.00424), (163.068253, 0.00338), (163.085983, 1.0), (163.10022, 0.01809), (163.110565, 0.01107), (163.117783, 0.0086), (163.127563, 0.00395), (163.136169, 0.00154), (163.145248, 0.00145), (164.089371, 0.0017699999999999999), (181.078812, 0.00111), (181.096634, 0.03618), (191.080933, 0.028990000000000002), (204.112442, 0.0019)]"
MassSpecGymID0220852,MassSpecGymID0237309,1.0,0.9488782722784588,0.4488782722784588,0.3593370616436004,0.1406629383563996,0.5895412106348583,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(F)ccc2o1,Clc1ccc2ncnc(NCc3ccc4c(c3)OCO4)c2c1,425.15073,314.06908,111.08165000000002,"[(51.022823, 0.006), (53.038349, 0.00202), (58.960178, 0.00757), (67.054153, 0.00185), (77.038338, 0.0139), (79.053833, 0.03952), (95.048767, 0.030369999999999998), (105.033096, 0.018420000000000002), (105.044243, 0.00685), (107.049255, 0.0017299999999999998), (135.019302, 0.00434), (135.04364, 1.0), (135.053787, 0.01627), (135.062057, 0.009729999999999999), (135.067947, 0.00889), (135.074722, 0.00316), (136.973969, 0.008159999999999999), (138.969604, 0.00232), (154.984497, 0.00812), (156.980453, 0.00229)]","[(51.023026, 0.00647), (53.038513, 0.0040100000000000005), (58.960506, 0.0027400000000000002), (67.054115, 0.00442), (77.038528, 0.01621), (79.021408, 0.00261), (79.0541, 0.08842), (95.049034, 0.06937), (105.033424, 0.03712), (105.044601, 0.01188), (107.049286, 0.00294), (135.044113, 1.0), (135.063324, 0.00822), (135.06839, 0.00842), (135.07489, 0.00357)]"
MassSpecGymID0207856,MassSpecGymID0230733,1.0,0.8800151060435576,0.3800151060435576,0.2927140593528747,0.2072859406471253,0.587301046690683,O=C(CN1CCCCC1)Nc1cccc2c1C(=O)c1ccccc1-2,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(Cl)cc1,321.15975,331.15717,9.997420000000034,"[(41.038456, 0.00458), (42.033691, 0.00998), (44.049294, 0.014070000000000001), (55.053944, 0.047619999999999996), (55.057171, 0.0015), (56.049206, 0.00377), (67.053947, 0.00132), (69.069458, 0.019450000000000002), (70.064713, 0.08682000000000001), (70.071419, 0.0021), (83.072563, 0.00451), (96.08033, 0.00987), (98.087738, 0.0048), (98.095963, 1.0), (98.103432, 0.01991), (98.107323, 0.01965), (98.110779, 0.009260000000000001), (98.115173, 0.00395), (98.119736, 0.0028499999999999997), (126.091011, 0.0016)]","[(42.033821, 0.00621), (44.049374, 0.01179), (55.054108, 0.039009999999999996), (69.069649, 0.01485), (70.064926, 0.06968), (86.096199, 0.0060999999999999995), (96.080887, 0.0066), (98.096245, 1.0), (98.102867, 0.011279999999999998), (169.08905, 0.01361), (204.057648, 0.01312), (218.073776, 0.03795), (246.068604, 0.01322)]"
MassSpecGymID0222233,MassSpecGymID0227728,1.0,0.9966403349232686,0.49664033492326864,0.4097611308097839,0.09023886919021612,0.5868792041134847,C(#Cc1nc2ncccc2nc1OCCN1CCCC1)c1ccccc1,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,345.17099,260.20089,84.9701,"[(56.049355, 0.00232), (98.087479, 0.0035199999999999997), (98.095932, 1.0), (98.103233, 0.02689), (98.107124, 0.01787), (98.110718, 0.009389999999999999), (98.115067, 0.00431), (274.097748, 0.00301), (345.170868, 0.08305)]","[(98.096313, 1.0), (98.10257, 0.00967), (98.107948, 0.009649999999999999), (98.111099, 0.00764), (98.115204, 0.00302), (137.954453, 0.03314), (155.964813, 0.01348), (169.944397, 0.00248), (181.944275, 0.07128), (199.954834, 0.05313), (213.952789, 0.0023), (215.968567, 0.01447), (259.958221, 0.005639999999999999), (260.200928, 0.16077000000000002)]"
MassSpecGymID0212470,MassSpecGymID0218168,1.0,0.8926599020283209,0.3926599020283209,0.3100015521049499,0.1899984478950501,0.5826583499233711,CS(=O)(=O)N1CCCN(C(=O)c2ccccc2F)CC1,COc1ccc(C(CNC(=O)c2ccccc2F)c2c[nH]c3ccccc23)cc1,301.10167,389.16598,88.06430999999998,"[(45.986992, 0.00178), (46.994797, 0.00466), (51.02272, 0.00317), (55.934132, 0.00404), (61.01033, 0.0063), (62.01815, 0.01336), (65.038208, 0.0020399999999999997), (71.028793, 0.0019), (71.928925, 0.00132), (72.936699, 0.00203), (75.022636, 0.00762), (79.020859, 0.0060999999999999995), (90.947235, 0.00335), (93.033119, 0.00489), (95.028877, 0.00888), (98.083519, 0.00378), (111.043663, 0.00201), (113.039291, 0.042190000000000005), (118.924469, 0.0028000000000000004), (121.039192, 0.0059), (123.023689, 1.0), (123.034035, 0.11405), (123.040871, 0.01098), (123.044632, 0.01394), (123.050934, 0.00439), (123.055771, 0.00242), (123.062584, 0.00155), (123.938339, 0.0011899999999999999), (124.026443, 0.0010299999999999999), (134.95575, 0.0054600000000000004), (136.935104, 0.00121), (137.953918, 0.0027900000000000004), (150.950668, 0.0034300000000000003), (152.966278, 0.00127)]","[(123.023575, 1.0), (123.034386, 0.06838)]"
MassSpecGymID0217497,MassSpecGymID0221715,1.0,0.8824297740297794,0.3824297740297794,0.3000830113887787,0.1999169886112213,0.5823467626410007,CC(C)CC(NC(=O)C1CCCN1C(=O)OCc1ccccc1)C(=O)NCC(N)=O,NC(=O)c1ncn(C2OC(CNCc3ccccc3)C(O)C2O)c1N,419.2289,348.16663,71.06227000000001,"[(65.0383, 0.01502), (70.064728, 0.0812), (86.096016, 0.02481), (91.053787, 1.0), (91.060608, 0.01947), (91.063866, 0.01818), (91.067055, 0.01056), (114.054443, 0.010509999999999999), (160.111725, 0.057510000000000006), (176.143829, 0.00683)]","[(44.04945, 0.00151), (55.017769, 0.00164), (55.029053, 0.0016200000000000001), (60.044193, 0.00507), (65.038406, 0.00795), (69.033264, 0.0034799999999999996), (72.044151, 0.00515), (84.055359, 0.0017299999999999998), (85.028084, 0.0028799999999999997), (91.05397, 1.0), (91.060043, 0.01337), (91.064316, 0.014539999999999999), (91.06707, 0.009300000000000001), (91.070999, 0.0033900000000000002), (91.07476, 0.0019), (96.044411, 0.00216), (96.055435, 0.0027700000000000003), (105.069649, 0.005410000000000001), (106.064835, 0.00222), (110.034698, 0.06929), (117.069557, 0.00203), (120.055237, 0.00291), (120.080566, 0.02257), (124.050224, 0.00232), (127.061264, 0.00392), (128.045303, 0.08891), (129.069626, 0.00376), (133.064774, 0.0020599999999999998), (138.066147, 0.00296), (140.045471, 0.0040999999999999995), (148.050629, 0.00221), (157.064728, 0.00172), (166.061172, 0.00938), (176.045609, 0.00345), (222.07579, 0.0018), (222.114182, 0.00229)]"
MassSpecGymID0213012,MassSpecGymID0225623,1.0,0.8811886837677344,0.3811886837677344,0.3167597949504852,0.18324020504951483,0.5644288888172493,CCn1cc(C2C(C(=O)Nc3cc(C)ccn3)=C(C)N=C3CC(C)(C)CC(=O)C32)c(C)n1,CCCOc1ccn2c(C(C)=O)cc(-c3cccc(OC)c3)c2c1,434.25505,324.15942,110.09562999999997,"[(81.039032, 0.00172), (81.045219, 0.00207), (111.091209, 0.008020000000000001), (324.054901, 0.00247), (324.080414, 0.0073), (324.098511, 0.00493), (324.170685, 1.0), (324.242676, 0.0059), (324.260681, 0.00747), (324.28714, 0.0023599999999999997), (324.311615, 0.00133), (325.173828, 0.009649999999999999), (434.250702, 0.00598)]","[(81.042343, 0.00178), (239.094437, 0.00183), (282.112518, 0.03065), (324.069336, 0.00607), (324.159302, 1.0), (324.229309, 0.0051), (324.249908, 0.00662), (324.27597, 0.00266)]"
MassSpecGymID0207862,MassSpecGymID0217330,1.0,0.8846436393884598,0.3846436393884598,0.3239419162273407,0.1760580837726593,0.5607017231611191,O=C(Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)c1ccccc1,COc1ccc(C(CNC(=O)c2ccccc2)c2c[nH]c3ccccc23)cc1,332.1241,371.1754,39.051300000000026,"[(43.017643, 0.0017699999999999999), (45.033329, 0.0029), (51.022854, 0.00318), (53.038315, 0.01179), (57.033371, 0.00089), (69.033089, 0.00192), (71.048714, 0.0020399999999999997), (73.027931, 0.00302), (77.038246, 0.02697), (79.020897, 0.00099), (81.03299, 0.00208), (95.023483, 0.0014299999999999998), (95.048729, 0.12361000000000001), (95.055634, 0.0028699999999999997), (95.059525, 0.00209), (95.063164, 0.00104), (99.04361, 0.00214), (104.049088, 0.00774), (105.033081, 1.0), (105.041748, 0.037450000000000004), (105.044624, 0.02146), (105.050018, 0.011479999999999999), (105.054733, 0.00444), (105.059044, 0.00207), (105.06398, 0.00145), (106.036453, 0.00165), (113.034157, 0.00469), (117.054398, 0.00117), (165.995102, 0.00114), (184.006042, 0.0010199999999999999), (198.066422, 0.0014199999999999998), (209.972534, 0.0009), (216.076111, 0.00105), (217.940567, 0.00075), (249.995743, 0.0049), (250.998474, 0.0055000000000000005), (251.992584, 0.00484)]","[(51.022778, 0.0054600000000000004), (53.038296, 0.016739999999999998), (77.038177, 0.03805), (91.053993, 0.00135), (95.048691, 0.14978), (95.055588, 0.0033), (95.059578, 0.00255), (105.023582, 0.00313), (105.033035, 1.0), (105.043274, 0.05035), (105.050217, 0.01076), (105.054688, 0.00425), (105.059074, 0.00215), (106.036263, 0.0017599999999999998), (128.048798, 0.00148), (133.064301, 0.01459), (146.059341, 0.00151), (178.077393, 0.00452), (179.084961, 0.00506), (204.080231, 0.00219), (205.088348, 0.00145), (206.095993, 0.01287)]"
MassSpecGymID0213013,MassSpecGymID0225626,1.0,0.8811886837677344,0.3811886837677344,0.3518191277980804,0.1481808722019196,0.5293695559696541,CCn1cc(C2C(C(=O)Nc3cc(C)ccn3)=C(C)N=C3CC(C)(C)CC(=O)C32)c(C)n1,CCCOc1ccn2c(C(C)=O)cc(-c3cccc(OC)c3)c2c1,434.25505,324.15942,110.09562999999997,"[(81.039101, 0.0017100000000000001), (81.045242, 0.00203), (109.07579, 0.0011), (111.091202, 0.00957), (190.12207, 0.00299), (216.102356, 0.00265), (324.055023, 0.00207), (324.08017, 0.0076500000000000005), (324.098419, 0.00493), (324.170624, 1.0), (324.242493, 0.00641), (324.260254, 0.006979999999999999), (324.287872, 0.003), (325.173737, 0.00942), (326.177765, 0.0017000000000000001), (434.247162, 0.00367)]","[(239.094101, 0.00503), (240.102585, 0.00329), (281.140839, 0.006670000000000001), (282.112549, 0.13285), (282.141388, 0.00396), (324.069183, 0.00623), (324.159271, 1.0), (324.228882, 0.00426), (324.250031, 0.006540000000000001)]"
MassSpecGymID0081161,MassSpecGymID0143688,1.0,0.911312191387765,0.411312191387765,0.3847851157188415,0.1152148842811585,0.5265270756689235,Cc1c(Cl)c(=O)oc2cc(O)ccc12,CCC(=O)Oc1cc2c(C)cc(=O)oc2cc1Cl,211.0156482519,267.0419,56.02625174810001,"[(65.038577, 0.01001001001001001), (68.997106, 0.018018018018018018), (77.038577, 0.016016016016016016), (91.054227, 0.012012012012012012), (103.054227, 0.13013013013013014), (119.049141, 0.07507507507507508), (131.049141, 0.34434434434434436), (132.056966, 0.24324324324324326), (147.044056, 0.062062062062062065), (148.051881, 0.13813813813813813), (155.025819, 0.056056056056056056), (167.025819, 0.014014014014014014), (175.038971, 0.044044044044044044), (176.046796, 0.013013013013013013), (211.015648, 1.0)]","[(103.0552, 0.04904904904904905), (119.0476, 0.03903903903903904), (132.0574, 0.07807807807807808), (155.0215, 0.09509509509509509), (211.0148, 1.0), (211.0569, 0.04604604604604605)]"
