name_main,name_sub,cosine_similarity,prob_similarity,true_label,status,shared_loss_count
MassSpecGymID0109556,MassSpecGymID0169757,0.9999692492223484,0.92285817861557,1.0,Caught,1
MassSpecGymID0109544,MassSpecGymID0110021,0.9999692492223484,0.8752894997596741,1.0,Caught,0
MassSpecGymID0109556,MassSpecGymID0169761,0.9999692492223484,0.9305804967880248,1.0,Caught,1
MassSpecGymID0109547,MassSpecGymID0110014,0.9999692492223484,0.9295982122421264,1.0,Caught,1
MassSpecGymID0109552,MassSpecGymID0169757,0.9999692492223484,0.9314058423042296,1.0,Caught,1
MassSpecGymID0109553,MassSpecGymID0169762,0.9999692492223484,0.886634886264801,1.0,Caught,0
MassSpecGymID0109556,MassSpecGymID0169765,0.9999692492223484,0.9005601406097412,1.0,Caught,1
MassSpecGymID0109540,MassSpecGymID0110021,0.9999692492223484,0.9345083832740784,1.0,Caught,0
MassSpecGymID0109537,MassSpecGymID0110019,0.9999692492223484,0.942039668560028,1.0,Caught,0
MassSpecGymID0109552,MassSpecGymID0169765,0.9999692492223484,0.933105766773224,1.0,Caught,1
MassSpecGymID0109546,MassSpecGymID0110018,0.9999692492223484,0.8972794413566589,1.0,Caught,0
MassSpecGymID0109542,MassSpecGymID0110021,0.9999692492223484,0.8983628749847412,1.0,Caught,0
MassSpecGymID0109547,MassSpecGymID0110016,0.9999692492223484,0.9111559391021729,1.0,Caught,1
MassSpecGymID0109542,MassSpecGymID0110018,0.9999692492223484,0.8972794413566589,1.0,Caught,0
MassSpecGymID0109536,MassSpecGymID0110014,0.9999692492223484,0.8983628749847412,1.0,Caught,1
MassSpecGymID0109548,MassSpecGymID0169761,0.9999692492223484,0.9170750975608826,1.0,Caught,1
MassSpecGymID0109557,MassSpecGymID0169766,0.9999692492223484,0.9468588829040528,1.0,Caught,0
MassSpecGymID0109548,MassSpecGymID0169757,0.9999692492223484,0.9408833384513856,1.0,Caught,1
MassSpecGymID0109539,MassSpecGymID0110013,0.9999692492223484,0.8886767029762268,1.0,Caught,1
MassSpecGymID0109549,MassSpecGymID0169766,0.9999692492223484,0.9496394991874696,1.0,Caught,0
MassSpecGymID0109557,MassSpecGymID0169762,0.9999692492223484,0.930724024772644,1.0,Caught,0
MassSpecGymID0109537,MassSpecGymID0110021,0.9999692492223484,0.933968186378479,1.0,Caught,0
MassSpecGymID0109553,MassSpecGymID0169766,0.9999692492223484,0.9468588829040528,1.0,Caught,0
MassSpecGymID0109537,MassSpecGymID0110018,0.9999692492223484,0.914996862411499,1.0,Caught,0
MassSpecGymID0109549,MassSpecGymID0169762,0.9999692492223484,0.9201608896255492,1.0,Caught,0
MassSpecGymID0109543,MassSpecGymID0110024,0.9999692492223484,0.8983628749847412,1.0,Caught,0
MassSpecGymID0109544,MassSpecGymID0110019,0.9999692492223484,0.914996862411499,1.0,Caught,0
MassSpecGymID0109553,MassSpecGymID0169758,0.9999692492223484,0.9409062266349792,1.0,Caught,0
MassSpecGymID0109542,MassSpecGymID0110019,0.9999692492223484,0.9185345768928528,1.0,Caught,0
MassSpecGymID0109544,MassSpecGymID0110018,0.9999692492223484,0.9335086941719056,1.0,Caught,0
MassSpecGymID0109543,MassSpecGymID0110019,0.9999692492223484,0.8947059512138367,1.0,Caught,0
MassSpecGymID0109543,MassSpecGymID0110018,0.9999692492223484,0.9140720963478088,1.0,Caught,0
MassSpecGymID0109555,MassSpecGymID0169768,0.9999692492223484,0.9164478182792664,1.0,Caught,0
MassSpecGymID0109537,MassSpecGymID0110020,0.9999692492223484,0.8983628749847412,1.0,Caught,0
MassSpecGymID0109551,MassSpecGymID0169764,0.9999692492223484,0.9352849125862122,1.0,Caught,0
MassSpecGymID0109540,MassSpecGymID0110018,0.9999692492223484,0.9335086941719056,1.0,Caught,0
MassSpecGymID0109546,MassSpecGymID0110024,0.9999692492223484,0.9173499941825868,1.0,Caught,0
MassSpecGymID0109542,MassSpecGymID0110020,0.9999692492223484,0.9173499941825868,1.0,Caught,0
MassSpecGymID0109559,MassSpecGymID0169768,0.9999692492223484,0.9193615913391112,1.0,Caught,0
MassSpecGymID0114767,MassSpecGymID0122558,0.9999204218663796,0.7390730977058411,1.0,Caught,1
MassSpecGymID0114782,MassSpecGymID0122580,0.9999204218663796,0.7794830799102783,1.0,Caught,2
MassSpecGymID0114780,MassSpecGymID0122578,0.9999204218663796,0.8469253182411194,1.0,Caught,1
MassSpecGymID0114772,MassSpecGymID0122559,0.9999204218663796,0.8144897818565369,1.0,Caught,1
MassSpecGymID0114784,MassSpecGymID0122574,0.9999204218663796,0.8404003977775574,1.0,Caught,1
MassSpecGymID0114769,MassSpecGymID0122560,0.9999204218663796,0.7316502928733826,1.0,Caught,1
MassSpecGymID0114782,MassSpecGymID0122576,0.9999204218663796,0.8208956718444824,1.0,Caught,1
MassSpecGymID0114775,MassSpecGymID0122569,0.9999204218663796,0.8574571013450623,1.0,Caught,2
MassSpecGymID0114779,MassSpecGymID0122573,0.9999204218663796,0.7764987945556641,1.0,Caught,1
MassSpecGymID0122562,MassSpecGymID0136394,0.9999204218663796,0.6768174171447754,1.0,Caught,1
MassSpecGymID0114778,MassSpecGymID0122580,0.9999204218663796,0.7098015546798706,1.0,Caught,2
MassSpecGymID0114766,MassSpecGymID0122560,0.9999204218663796,0.7360566258430481,1.0,Caught,1
MassSpecGymID0114763,MassSpecGymID0122563,0.9999204218663796,0.8379983305931091,1.0,Caught,2
MassSpecGymID0114769,MassSpecGymID0122563,0.9999204218663796,0.7039796710014343,1.0,Caught,1
MassSpecGymID0114771,MassSpecGymID0122568,0.9999204218663796,0.7266103029251099,1.0,Caught,1
MassSpecGymID0114769,MassSpecGymID0122568,0.9999204218663796,0.7079799175262451,1.0,Caught,2
MassSpecGymID0114774,MassSpecGymID0122184,0.9999204218663796,0.820602536201477,1.0,Caught,2
MassSpecGymID0114766,MassSpecGymID0122563,0.9999204218663796,0.7482753396034241,1.0,Caught,2
MassSpecGymID0114784,MassSpecGymID0122570,0.9999204218663796,0.7764869928359985,1.0,Caught,1
MassSpecGymID0114768,MassSpecGymID0122559,0.9999204218663796,0.7446973919868469,1.0,Caught,2
MassSpecGymID0114764,MassSpecGymID0122568,0.9999204218663796,0.7385119199752808,1.0,Caught,1
MassSpecGymID0114786,MassSpecGymID0122580,0.9999204218663796,0.7436018586158752,1.0,Caught,2
MassSpecGymID0114774,MassSpecGymID0122563,0.9999204218663796,0.8150510191917419,1.0,Caught,2
MassSpecGymID0114774,MassSpecGymID0122564,0.9999204218663796,0.8150510191917419,1.0,Caught,1
MassSpecGymID0114776,MassSpecGymID0122578,0.9999204218663796,0.9045010805130004,1.0,Caught,1
MassSpecGymID0114786,MassSpecGymID0122576,0.9999204218663796,0.7498589754104614,1.0,Caught,1
MassSpecGymID0114766,MassSpecGymID0122568,0.9999204218663796,0.8841911554336548,1.0,Caught,1
MassSpecGymID0114771,MassSpecGymID0122563,0.9999204218663796,0.8150510191917419,1.0,Caught,1
MassSpecGymID0114784,MassSpecGymID0122578,0.9999204218663796,0.8546029329299927,1.0,Caught,1
MassSpecGymID0114771,MassSpecGymID0122562,0.9999204218663796,0.8235771656036377,1.0,Caught,1
MassSpecGymID0122557,MassSpecGymID0136393,0.9999204218663796,0.7131075859069824,1.0,Caught,1
MassSpecGymID0114771,MassSpecGymID0122557,0.9999204218663796,0.8261083364486694,1.0,Caught,1
MassSpecGymID0114772,MassSpecGymID0122567,0.9999204218663796,0.7471480369567871,1.0,Caught,1
MassSpecGymID0114783,MassSpecGymID0122569,0.9999204218663796,0.7746003270149231,1.0,Caught,1
MassSpecGymID0114778,MassSpecGymID0122572,0.9999204218663796,0.8437482118606567,1.0,Caught,1
MassSpecGymID0114764,MassSpecGymID0122562,0.9999204218663796,0.7438443303108215,1.0,Caught,1
MassSpecGymID0122563,MassSpecGymID0136393,0.9999204218663796,0.7131075859069824,1.0,Caught,2
MassSpecGymID0114776,MassSpecGymID0122574,0.9999204218663796,0.7808771133422852,1.0,Caught,1
MassSpecGymID0114764,MassSpecGymID0122560,0.9999204218663796,0.8184560537338257,1.0,Caught,1
MassSpecGymID0114771,MassSpecGymID0122560,0.9999204218663796,0.7703128457069397,1.0,Caught,1
MassSpecGymID0122560,MassSpecGymID0136394,0.9999204218663796,0.8269901871681213,1.0,Caught,1
MassSpecGymID0114764,MassSpecGymID0122185,0.9999204218663796,0.8263213634490967,1.0,Caught,1
MassSpecGymID0114771,MassSpecGymID0122564,0.9999204218663796,0.7604402303695679,1.0,Caught,1
MassSpecGymID0114769,MassSpecGymID0122562,0.9999204218663796,0.735366702079773,1.0,Caught,1
MassSpecGymID0114780,MassSpecGymID0122570,0.9999204218663796,0.7744786739349365,1.0,Caught,1
MassSpecGymID0122568,MassSpecGymID0136393,0.9999204218663796,0.8242132663726807,1.0,Caught,1
MassSpecGymID0114780,MassSpecGymID0122574,0.9999204218663796,0.7941728234291077,1.0,Caught,2
MassSpecGymID0114772,MassSpecGymID0122558,0.9999204218663796,0.8252580165863037,1.0,Caught,1
MassSpecGymID0114776,MassSpecGymID0122570,0.9999204218663796,0.8785140514373779,1.0,Caught,1
MassSpecGymID0114763,MassSpecGymID0122557,0.9999204218663796,0.771842896938324,1.0,Caught,1
MassSpecGymID0114764,MassSpecGymID0122184,0.9999204218663796,0.8248169422149658,1.0,Caught,1
MassSpecGymID0114774,MassSpecGymID0122557,0.9999204218663796,0.8841911554336548,1.0,Caught,1
MassSpecGymID0029502,MassSpecGymID0039738,0.9983453285452312,0.8728489875793457,1.0,Caught,10
MassSpecGymID0029511,MassSpecGymID0039739,0.9983453285452312,0.6194729208946228,1.0,Caught,9
MassSpecGymID0029509,MassSpecGymID0039728,0.9983453285452312,0.6821480393409729,1.0,Caught,10
MassSpecGymID0029506,MassSpecGymID0039735,0.9983453285452312,0.7951841950416565,1.0,Caught,3
MassSpecGymID0029507,MassSpecGymID0039735,0.9983453285452312,0.7900084853172302,1.0,Caught,3
MassSpecGymID0029502,MassSpecGymID0039729,0.9983453285452312,0.6214282512664795,1.0,Caught,10
MassSpecGymID0029505,MassSpecGymID0039737,0.9983453285452312,0.3545416891574859,1.0,Missed,10
MassSpecGymID0029507,MassSpecGymID0039734,0.9983453285452312,0.4990490972995758,1.0,Missed,3
MassSpecGymID0029510,MassSpecGymID0039729,0.9983453285452312,0.356594830751419,1.0,Missed,10
MassSpecGymID0029506,MassSpecGymID0039734,0.9983453285452312,0.9334694147109984,1.0,Caught,3
MassSpecGymID0029510,MassSpecGymID0039738,0.9983453285452312,0.7282876968383789,1.0,Caught,10
MassSpecGymID0029501,MassSpecGymID0039732,0.9983453285452312,0.6809679269790649,1.0,Caught,9
MassSpecGymID0029501,MassSpecGymID0039739,0.9983453285452312,0.6194729208946228,1.0,Caught,9
MassSpecGymID0029505,MassSpecGymID0039728,0.9983453285452312,0.5320931673049927,1.0,Caught,10
MassSpecGymID0029509,MassSpecGymID0039737,0.9983453285452312,0.9042259454727172,1.0,Caught,10
MassSpecGymID0029511,MassSpecGymID0039732,0.9983453285452312,0.8796141147613525,1.0,Caught,9
MassSpecGymID0005537,MassSpecGymID0060731,0.0019614964615425,0.8465814590454102,1.0,Caught,0
MassSpecGymID0005552,MassSpecGymID0060729,0.0019614964615425,0.3488810956478119,1.0,Missed,0
MassSpecGymID0005549,MassSpecGymID0060719,0.0019614964615425,0.1537942886352539,1.0,Missed,0
MassSpecGymID0005541,MassSpecGymID0060727,0.0019614964615425,0.8765466809272766,1.0,Caught,0
MassSpecGymID0005839,MassSpecGymID0008637,0.0031632672587338,0.481332004070282,1.0,Missed,1
MassSpecGymID0222233,MassSpecGymID0227728,0.9966403349232686,0.4097611308097839,1.0,Missed,0
MassSpecGymID0222232,MassSpecGymID0227730,0.9966403349232686,0.2621001899242401,1.0,Missed,0
MassSpecGymID0222234,MassSpecGymID0227731,0.9966403349232686,0.3720329105854034,1.0,Missed,0
MassSpecGymID0075032,MassSpecGymID0078912,0.0033950512467556,0.35213702917099,1.0,Missed,0
MassSpecGymID0075033,MassSpecGymID0078907,0.0033950512467556,0.8681865930557251,1.0,Caught,0
MassSpecGymID0075035,MassSpecGymID0078915,0.0033950512467556,0.5072150826454163,1.0,Caught,0
MassSpecGymID0075032,MassSpecGymID0078909,0.0033950512467556,0.6073306798934937,1.0,Caught,0
MassSpecGymID0075028,MassSpecGymID0078908,0.0033950512467556,0.6615819931030273,1.0,Caught,0
MassSpecGymID0075021,MassSpecGymID0078917,0.0033950512467556,0.5529956817626953,1.0,Caught,0
MassSpecGymID0075021,MassSpecGymID0078910,0.0033950512467556,0.4859889149665832,1.0,Missed,0
MassSpecGymID0075034,MassSpecGymID0078914,0.0033950512467556,0.3569583296775818,1.0,Missed,0
MassSpecGymID0075020,MassSpecGymID0078911,0.0033950512467556,0.8155001401901245,1.0,Caught,1
MassSpecGymID0075036,MassSpecGymID0078911,0.0033950512467556,0.4533153474330902,1.0,Missed,1
MassSpecGymID0075025,MassSpecGymID0078906,0.0033950512467556,0.574694037437439,1.0,Caught,0
MassSpecGymID0075028,MassSpecGymID0078914,0.0033950512467556,0.7982345223426819,1.0,Caught,0
MassSpecGymID0075034,MassSpecGymID0078908,0.0033950512467556,0.6734787225723267,1.0,Caught,0
MassSpecGymID0206485,MassSpecGymID0213141,0.0034158647676757,0.310572862625122,1.0,Missed,0
MassSpecGymID0002934,MassSpecGymID0003941,0.9955922125190112,0.6403059959411621,1.0,Caught,7
MassSpecGymID0002931,MassSpecGymID0003946,0.9955922125190112,0.9043911695480348,1.0,Caught,7
MassSpecGymID0002930,MassSpecGymID0003945,0.9955922125190112,0.9010797142982484,1.0,Caught,6
MassSpecGymID0002935,MassSpecGymID0003944,0.9955922125190112,0.7241424918174744,1.0,Caught,3
MassSpecGymID0002932,MassSpecGymID0003947,0.9955922125190112,0.8408195972442627,1.0,Caught,8
MassSpecGymID0215945,MassSpecGymID0217648,0.9953542284051176,0.9354615211486816,1.0,Caught,8
MassSpecGymID0215944,MassSpecGymID0217647,0.9953542284051176,0.9282041788101196,1.0,Caught,8
MassSpecGymID0215946,MassSpecGymID0217649,0.9953542284051176,0.9497802257537842,1.0,Caught,7
MassSpecGymID0029502,MassSpecGymID0067624,0.9949583808459443,0.171436607837677,1.0,Missed,1
MassSpecGymID0029510,MassSpecGymID0067621,0.9949583808459443,0.1856769323348999,1.0,Missed,1
MassSpecGymID0039738,MassSpecGymID0067621,0.9946621065814952,0.1375899463891983,1.0,Missed,1
MassSpecGymID0230063,MassSpecGymID0236285,0.9933930747887996,0.3226601183414459,1.0,Missed,3
MassSpecGymID0211759,MassSpecGymID0236826,0.0093137721006353,0.8112220764160156,1.0,Caught,0
MassSpecGymID0141586,MassSpecGymID0141635,0.9905915447152068,0.6254674196243286,1.0,Caught,4
MassSpecGymID0141585,MassSpecGymID0141635,0.9905915447152068,0.5693161487579346,1.0,Caught,4
MassSpecGymID0141586,MassSpecGymID0141634,0.9905915447152068,0.53825443983078,1.0,Caught,4
MassSpecGymID0141585,MassSpecGymID0141634,0.9905915447152068,0.5433000326156616,1.0,Caught,4
MassSpecGymID0225313,MassSpecGymID0228871,0.9903403348681652,0.9458641409873962,1.0,Caught,1
MassSpecGymID0221619,MassSpecGymID0233758,0.009672716325023,0.3388882577419281,1.0,Missed,0
MassSpecGymID0232805,MassSpecGymID0238198,0.9899299187502384,0.5451092720031738,1.0,Caught,0
MassSpecGymID0216872,MassSpecGymID0224849,0.9889368368288722,0.5631513595581055,1.0,Caught,0
MassSpecGymID0067786,MassSpecGymID0068433,0.9824807677949664,0.6866244673728943,1.0,Caught,2
MassSpecGymID0067783,MassSpecGymID0068435,0.9824807677949664,0.642397403717041,1.0,Caught,2
MassSpecGymID0067786,MassSpecGymID0068435,0.9824807677949664,0.7278551459312439,1.0,Caught,2
MassSpecGymID0067786,MassSpecGymID0068432,0.9824807677949664,0.7557341456413269,1.0,Caught,1
MassSpecGymID0067783,MassSpecGymID0068433,0.9824807677949664,0.8138700127601624,1.0,Caught,2
MassSpecGymID0067783,MassSpecGymID0068432,0.9824807677949664,0.8179671168327332,1.0,Caught,1
MassSpecGymID0067786,MassSpecGymID0068434,0.9824807677949664,0.8138700127601624,1.0,Caught,1
MassSpecGymID0067783,MassSpecGymID0068434,0.9824807677949664,0.8138700127601624,1.0,Caught,1
MassSpecGymID0049399,MassSpecGymID0052620,0.0178996664394789,0.086769089102745,1.0,Missed,0
MassSpecGymID0049402,MassSpecGymID0052629,0.0178996664394789,0.0939460322260856,1.0,Missed,0
MassSpecGymID0216256,MassSpecGymID0217468,0.9817627782234468,0.924058437347412,1.0,Caught,7
MassSpecGymID0216257,MassSpecGymID0217469,0.9817627782234468,0.8786600828170776,1.0,Caught,10
MassSpecGymID0216255,MassSpecGymID0217467,0.9817627782234468,0.3822085559368133,1.0,Missed,9
MassSpecGymID0234321,MassSpecGymID0234863,0.0225232635087916,0.2766430974006653,1.0,Missed,0
MassSpecGymID0224022,MassSpecGymID0230824,0.0228433549285558,0.6603116393089294,1.0,Caught,1
MassSpecGymID0224050,MassSpecGymID0228311,0.0228433549285558,0.4901657402515411,1.0,Missed,1
MassSpecGymID0216684,MassSpecGymID0216918,0.974753968815552,0.9525735974311828,1.0,Caught,9
MassSpecGymID0216686,MassSpecGymID0216920,0.974753968815552,0.9265844225883484,1.0,Caught,9
MassSpecGymID0216685,MassSpecGymID0216919,0.974753968815552,0.9526403546333312,1.0,Caught,8
MassSpecGymID0020225,MassSpecGymID0021850,0.0261964560031565,0.3659510016441345,1.0,Missed,0
MassSpecGymID0020228,MassSpecGymID0021853,0.0261964560031565,0.4638261795043945,1.0,Missed,0
MassSpecGymID0208156,MassSpecGymID0229825,0.0263105578295731,0.6204835772514343,1.0,Caught,0
MassSpecGymID0191883,MassSpecGymID0237459,0.0303480530430752,0.3465550243854522,1.0,Missed,0
MassSpecGymID0078835,MassSpecGymID0079018,0.0314935348347641,0.7975368499755859,1.0,Caught,0
MassSpecGymID0078834,MassSpecGymID0079014,0.0314935348347641,0.9248562455177308,1.0,Caught,0
MassSpecGymID0234615,MassSpecGymID0238198,0.9677999317820408,0.3033744692802429,1.0,Missed,0
MassSpecGymID0049408,MassSpecGymID0053185,0.0324828868619579,0.7573797106742859,1.0,Caught,0
MassSpecGymID0049402,MassSpecGymID0053187,0.0324828868619579,0.831935465335846,1.0,Caught,0
MassSpecGymID0049403,MassSpecGymID0053192,0.0324828868619579,0.4797964096069336,1.0,Missed,0
MassSpecGymID0049412,MassSpecGymID0053190,0.0324828868619579,0.6491732001304626,1.0,Caught,0
MassSpecGymID0049413,MassSpecGymID0053188,0.0324828868619579,0.7534172534942627,1.0,Caught,0
MassSpecGymID0049399,MassSpecGymID0053189,0.0324828868619579,0.831179678440094,1.0,Caught,0
MassSpecGymID0049401,MassSpecGymID0053195,0.0324828868619579,0.6737593412399292,1.0,Caught,2
MassSpecGymID0049406,MassSpecGymID0053186,0.0324828868619579,0.3837524354457855,1.0,Missed,1
MassSpecGymID0049409,MassSpecGymID0053183,0.0324828868619579,0.3756164610385895,1.0,Missed,0
MassSpecGymID0049401,MassSpecGymID0053186,0.0324828868619579,0.6709460020065308,1.0,Caught,2
MassSpecGymID0049405,MassSpecGymID0053184,0.0324828868619579,0.8135592937469482,1.0,Caught,1
MassSpecGymID0049400,MassSpecGymID0053191,0.0324828868619579,0.3182294964790344,1.0,Missed,0
MassSpecGymID0216159,MassSpecGymID0218258,0.9654017380881436,0.9110751748085022,1.0,Caught,4
MassSpecGymID0216160,MassSpecGymID0218259,0.9654017380881436,0.9474671483039856,1.0,Caught,4
MassSpecGymID0233424,MassSpecGymID0238534,0.0349743125535896,0.0592737831175327,1.0,Missed,0
MassSpecGymID0232803,MassSpecGymID0234613,0.9649333965885332,0.6818321347236633,1.0,Caught,0
MassSpecGymID0232805,MassSpecGymID0234615,0.9649333965885332,0.7086049318313599,1.0,Caught,0
MassSpecGymID0232804,MassSpecGymID0234614,0.9649333965885332,0.5094747543334961,1.0,Caught,0
MassSpecGymID0060728,MassSpecGymID0064545,0.0354518144907241,0.3612395524978637,1.0,Missed,0
MassSpecGymID0227096,MassSpecGymID0227553,0.9635663986131404,0.7175964117050171,1.0,Caught,2
MassSpecGymID0227095,MassSpecGymID0227554,0.9635663986131404,0.6821045875549316,1.0,Caught,3
MassSpecGymID0207468,MassSpecGymID0224849,0.9614218623243352,0.4648654758930206,1.0,Missed,0
MassSpecGymID0208819,MassSpecGymID0214719,0.0386197221842699,0.2081924378871917,1.0,Missed,0
MassSpecGymID0217000,MassSpecGymID0217114,0.9612941889917742,0.9019372463226318,1.0,Caught,0
MassSpecGymID0214012,MassSpecGymID0237454,0.0394676817547187,0.4689019918441772,1.0,Missed,0
MassSpecGymID0052629,MassSpecGymID0059269,0.0411156815274744,0.3013031184673309,1.0,Missed,0
MassSpecGymID0217570,MassSpecGymID0218317,0.958266185965686,0.4745003283023834,1.0,Missed,2
MassSpecGymID0227731,MassSpecGymID0230735,0.9577263823768108,0.3226663470268249,1.0,Missed,0
MassSpecGymID0227729,MassSpecGymID0230734,0.9577263823768108,0.2013009488582611,1.0,Missed,0
MassSpecGymID0227730,MassSpecGymID0230733,0.9577263823768108,0.1871930360794067,1.0,Missed,0
MassSpecGymID0207468,MassSpecGymID0216872,0.9574802597893124,0.8575061559677124,1.0,Caught,0
MassSpecGymID0219363,MassSpecGymID0231059,0.0436548961857423,0.4658862054347992,1.0,Missed,0
MassSpecGymID0227730,MassSpecGymID0234032,0.9537556337206704,0.2883808016777038,1.0,Missed,0
MassSpecGymID0117888,MassSpecGymID0119389,0.0478701505863191,0.6078156232833862,1.0,Caught,0
MassSpecGymID0117877,MassSpecGymID0119387,0.0478701505863191,0.6657716035842896,1.0,Caught,0
MassSpecGymID0170138,MassSpecGymID0170176,0.0478701505863191,0.6606082320213318,1.0,Caught,0
MassSpecGymID0170134,MassSpecGymID0170172,0.0478701505863191,0.673566997051239,1.0,Caught,0
MassSpecGymID0170142,MassSpecGymID0170176,0.0478701505863191,0.673566997051239,1.0,Caught,0
MassSpecGymID0117888,MassSpecGymID0119387,0.0478701505863191,0.6858453750610352,1.0,Caught,0
MassSpecGymID0170138,MassSpecGymID0170172,0.0478701505863191,0.6941508650779724,1.0,Caught,0
MassSpecGymID0222234,MassSpecGymID0230735,0.952058313457653,0.4809101521968841,1.0,Missed,0
MassSpecGymID0218686,MassSpecGymID0218733,0.951688135540907,0.8748049736022949,1.0,Caught,1
MassSpecGymID0218687,MassSpecGymID0218734,0.951688135540907,0.9156434535980223,1.0,Caught,1
MassSpecGymID0182478,MassSpecGymID0237517,0.0493812937675115,0.6039699912071228,1.0,Caught,0
MassSpecGymID0220854,MassSpecGymID0237311,0.9488782722784588,0.5616214871406555,1.0,Caught,0
MassSpecGymID0220853,MassSpecGymID0237310,0.9488782722784588,0.4976051747798919,1.0,Missed,0
MassSpecGymID0220852,MassSpecGymID0237309,0.9488782722784588,0.3593370616436004,1.0,Missed,0
MassSpecGymID0021844,MassSpecGymID0023743,0.9464467859218868,0.6692584156990051,1.0,Caught,0
MassSpecGymID0021863,MassSpecGymID0023743,0.9464467859218868,0.7120128870010376,1.0,Caught,0
