name_main,name_sub,cosine_similarity,prob_similarity,status,shared_anchors,intensity_skew
MassSpecGymID0122563,MassSpecGymID0136393,0.9999204218663796,0.7131075859069824,Caught,4.0,0.27958636349257115
MassSpecGymID0114776,MassSpecGymID0122574,0.9999204218663796,0.7808771133422852,Caught,5.0,0.24729031265778237
MassSpecGymID0114764,MassSpecGymID0122560,0.9999204218663796,0.8184560537338257,Caught,5.0,0.22419211182953613
MassSpecGymID0114771,MassSpecGymID0122560,0.9999204218663796,0.7703128457069397,Caught,5.0,0.2399032535640364
MassSpecGymID0122560,MassSpecGymID0136394,0.9999204218663796,0.8269901871681213,Caught,3.0,0.23716756117572096
MassSpecGymID0114764,MassSpecGymID0122185,0.9999204218663796,0.8263213634490967,Caught,3.0,0.22808614083473758
MassSpecGymID0114771,MassSpecGymID0122564,0.9999204218663796,0.7604402303695679,Caught,3.0,0.26980649410134006
MassSpecGymID0114769,MassSpecGymID0122562,0.9999204218663796,0.735366702079773,Caught,5.0,0.23257653359868882
MassSpecGymID0114780,MassSpecGymID0122570,0.9999204218663796,0.7744786739349365,Caught,5.0,0.2291968904204154
MassSpecGymID0122568,MassSpecGymID0136393,0.9999204218663796,0.8242132663726807,Caught,3.0,0.26648296831203383
MassSpecGymID0114780,MassSpecGymID0122574,0.9999204218663796,0.7941728234291077,Caught,5.0,0.23645957924898497
MassSpecGymID0114772,MassSpecGymID0122558,0.9999204218663796,0.8252580165863037,Caught,3.0,0.11914474309969689
MassSpecGymID0114776,MassSpecGymID0122570,0.9999204218663796,0.8785140514373779,Caught,5.0,0.2400276238292128
MassSpecGymID0114763,MassSpecGymID0122557,0.9999204218663796,0.771842896938324,Caught,4.0,0.27739119405984525
MassSpecGymID0114764,MassSpecGymID0122184,0.9999204218663796,0.8248169422149658,Caught,3.0,0.24456426840858925
MassSpecGymID0114774,MassSpecGymID0122557,0.9999204218663796,0.8841911554336548,Caught,4.0,0.27298246811544613
MassSpecGymID0029502,MassSpecGymID0039738,0.9983453285452312,0.8728489875793457,Caught,5.0,0.4340153211804692
MassSpecGymID0029511,MassSpecGymID0039739,0.9983453285452312,0.6194729208946228,Caught,5.0,0.6781248702662357
MassSpecGymID0029509,MassSpecGymID0039728,0.9983453285452312,0.6821480393409729,Caught,5.0,0.27691706326331234
MassSpecGymID0029506,MassSpecGymID0039735,0.9983453285452312,0.7951841950416565,Caught,4.0,0.8598759575658448
MassSpecGymID0029507,MassSpecGymID0039735,0.9983453285452312,0.7900084853172302,Caught,4.0,0.8596649429487264
MassSpecGymID0029502,MassSpecGymID0039729,0.9983453285452312,0.6214282512664795,Caught,5.0,0.434915106660862
MassSpecGymID0029505,MassSpecGymID0039737,0.9983453285452312,0.3545416891574859,Missed,5.0,0.27691706326331234
MassSpecGymID0029507,MassSpecGymID0039734,0.9983453285452312,0.4990490972995758,Missed,4.0,0.8604175540553634
MassSpecGymID0029510,MassSpecGymID0039729,0.9983453285452312,0.356594830751419,Missed,5.0,0.4340153211804692
MassSpecGymID0029506,MassSpecGymID0039734,0.9983453285452312,0.9334694147109984,Caught,4.0,0.8606285686724817
MassSpecGymID0029510,MassSpecGymID0039738,0.9983453285452312,0.7282876968383789,Caught,5.0,0.4331155357000764
MassSpecGymID0029501,MassSpecGymID0039732,0.9983453285452312,0.6809679269790649,Caught,5.0,0.6805177111716622
MassSpecGymID0029501,MassSpecGymID0039739,0.9983453285452312,0.6194729208946228,Caught,5.0,0.679321290718949
MassSpecGymID0029505,MassSpecGymID0039728,0.9983453285452312,0.5320931673049927,Caught,5.0,0.27734591893392563
MassSpecGymID0029509,MassSpecGymID0039737,0.9983453285452312,0.9042259454727172,Caught,5.0,0.27648820759269904
MassSpecGymID0029511,MassSpecGymID0039732,0.9983453285452312,0.8796141147613525,Caught,5.0,0.679321290718949
MassSpecGymID0005537,MassSpecGymID0060731,0.0019614964615425,0.8465814590454102,Caught,2.0,0.8907677802169758
MassSpecGymID0005552,MassSpecGymID0060729,0.0019614964615425,0.3488810956478119,Missed,4.0,0.3364319571803016
MassSpecGymID0005549,MassSpecGymID0060719,0.0019614964615425,0.1537942886352539,Missed,3.0,0.5322336451781375
MassSpecGymID0005541,MassSpecGymID0060727,0.0019614964615425,0.8765466809272766,Caught,3.0,0.4986300391388946
MassSpecGymID0005839,MassSpecGymID0008637,0.0031632672587338,0.481332004070282,Missed,3.0,0.23817502364853788
MassSpecGymID0222233,MassSpecGymID0227728,0.9966403349232686,0.4097611308097839,Missed,2.0,0.7952226017368138
MassSpecGymID0222232,MassSpecGymID0227730,0.9966403349232686,0.2621001899242401,Missed,4.0,0.7574105182404793
MassSpecGymID0222234,MassSpecGymID0227731,0.9966403349232686,0.3720329105854034,Missed,4.0,0.912728979044956
MassSpecGymID0075032,MassSpecGymID0078912,0.0033950512467556,0.35213702917099,Missed,3.0,0.35300668886327896
MassSpecGymID0075033,MassSpecGymID0078907,0.0033950512467556,0.8681865930557251,Caught,3.0,0.39557415063915
MassSpecGymID0075035,MassSpecGymID0078915,0.0033950512467556,0.5072150826454163,Caught,2.0,0.5051121052252239
MassSpecGymID0075032,MassSpecGymID0078909,0.0033950512467556,0.6073306798934937,Caught,3.0,0.3531866567301917
MassSpecGymID0075028,MassSpecGymID0078908,0.0033950512467556,0.6615819931030273,Caught,3.0,0.4737196765498652
MassSpecGymID0075021,MassSpecGymID0078917,0.0033950512467556,0.5529956817626953,Caught,1.0,0.7808154953411767
MassSpecGymID0075021,MassSpecGymID0078910,0.0033950512467556,0.4859889149665832,Missed,1.0,0.7810850908161843
MassSpecGymID0075034,MassSpecGymID0078914,0.0033950512467556,0.3569583296775818,Missed,3.0,0.4692761383951706
MassSpecGymID0075020,MassSpecGymID0078911,0.0033950512467556,0.8155001401901245,Caught,1.0,0.8289447708094844
MassSpecGymID0075036,MassSpecGymID0078911,0.0033950512467556,0.4533153474330902,Missed,1.0,0.8275794057242161
MassSpecGymID0075025,MassSpecGymID0078906,0.0033950512467556,0.574694037437439,Caught,2.0,0.5082436255419207
MassSpecGymID0075028,MassSpecGymID0078914,0.0033950512467556,0.7982345223426819,Caught,3.0,0.4733588817697504
MassSpecGymID0075034,MassSpecGymID0078908,0.0033950512467556,0.6734787225723267,Caught,3.0,0.4696369331752854
MassSpecGymID0206485,MassSpecGymID0213141,0.0034158647676757,0.310572862625122,Missed,2.0,0.6700928249595852
MassSpecGymID0002934,MassSpecGymID0003941,0.9955922125190112,0.6403059959411621,Caught,4.0,0.892371384253009
MassSpecGymID0002931,MassSpecGymID0003946,0.9955922125190112,0.9043911695480348,Caught,2.0,0.32016871730641716
MassSpecGymID0002930,MassSpecGymID0003945,0.9955922125190112,0.9010797142982484,Caught,3.0,0.6898309569097436
MassSpecGymID0002935,MassSpecGymID0003944,0.9955922125190112,0.7241424918174744,Caught,3.0,0.9713287010777084
MassSpecGymID0002932,MassSpecGymID0003947,0.9955922125190112,0.8408195972442627,Caught,3.0,0.10474135392912141
MassSpecGymID0215945,MassSpecGymID0217648,0.9953542284051176,0.9354615211486816,Caught,3.0,0.36810136841654584
MassSpecGymID0215944,MassSpecGymID0217647,0.9953542284051176,0.9282041788101196,Caught,4.0,0.23013796071695738
MassSpecGymID0215946,MassSpecGymID0217649,0.9953542284051176,0.9497802257537842,Caught,4.0,0.31486302691163354
MassSpecGymID0029502,MassSpecGymID0067624,0.9949583808459443,0.171436607837677,Missed,3.0,0.3614977829599413
MassSpecGymID0029510,MassSpecGymID0067621,0.9949583808459443,0.1856769323348999,Missed,3.0,0.3663328802938163
MassSpecGymID0039738,MassSpecGymID0067621,0.9946621065814952,0.1375899463891983,Missed,3.0,0.3663328802938163
MassSpecGymID0230063,MassSpecGymID0236285,0.9933930747887996,0.3226601183414459,Missed,3.0,0.8951811391816094
MassSpecGymID0211759,MassSpecGymID0236826,0.0093137721006353,0.8112220764160156,Caught,1.0,0.7530171865691346
MassSpecGymID0141586,MassSpecGymID0141635,0.9905915447152068,0.6254674196243286,Caught,4.0,0.8650719605943586
MassSpecGymID0141585,MassSpecGymID0141635,0.9905915447152068,0.5693161487579346,Caught,4.0,0.8656551881611367
MassSpecGymID0141586,MassSpecGymID0141634,0.9905915447152068,0.53825443983078,Caught,4.0,0.8658983946313428
MassSpecGymID0141585,MassSpecGymID0141634,0.9905915447152068,0.5433000326156616,Caught,4.0,0.8664816221981209
MassSpecGymID0225313,MassSpecGymID0228871,0.9903403348681652,0.9458641409873962,Caught,5.0,0.924612537878612
MassSpecGymID0221619,MassSpecGymID0233758,0.009672716325023,0.3388882577419281,Missed,2.0,0.24841487325168865
MassSpecGymID0232805,MassSpecGymID0238198,0.9899299187502384,0.5451092720031738,Caught,3.0,0.9073726343134246
MassSpecGymID0216872,MassSpecGymID0224849,0.9889368368288722,0.5631513595581055,Caught,3.0,0.83452758575027
MassSpecGymID0067786,MassSpecGymID0068433,0.9824807677949664,0.6866244673728943,Caught,2.0,0.9972382761467745
MassSpecGymID0067783,MassSpecGymID0068435,0.9824807677949664,0.642397403717041,Caught,2.0,0.9972654790426316
MassSpecGymID0067786,MassSpecGymID0068435,0.9824807677949664,0.7278551459312439,Caught,2.0,0.996999762176431
MassSpecGymID0067786,MassSpecGymID0068432,0.9824807677949664,0.7557341456413269,Caught,2.0,0.9972382761467745
MassSpecGymID0067783,MassSpecGymID0068433,0.9824807677949664,0.8138700127601624,Caught,2.0,0.997503993012975
MassSpecGymID0067783,MassSpecGymID0068432,0.9824807677949664,0.8179671168327332,Caught,2.0,0.997503993012975
MassSpecGymID0067786,MassSpecGymID0068434,0.9824807677949664,0.8138700127601624,Caught,2.0,0.9965806373083288
MassSpecGymID0067783,MassSpecGymID0068434,0.9824807677949664,0.8138700127601624,Caught,2.0,0.9968463541745293
MassSpecGymID0049399,MassSpecGymID0052620,0.0178996664394789,0.086769089102745,Missed,3.0,0.21674211167231003
MassSpecGymID0049402,MassSpecGymID0052629,0.0178996664394789,0.0939460322260856,Missed,3.0,0.1962465095063304
MassSpecGymID0216256,MassSpecGymID0217468,0.9817627782234468,0.924058437347412,Caught,5.0,0.8961789699982066
MassSpecGymID0216257,MassSpecGymID0217469,0.9817627782234468,0.8786600828170776,Caught,5.0,0.8935954535676267
MassSpecGymID0216255,MassSpecGymID0217467,0.9817627782234468,0.3822085559368133,Missed,5.0,0.6527548249560189
MassSpecGymID0234321,MassSpecGymID0234863,0.0225232635087916,0.2766430974006653,Missed,3.0,0.6835607237507628
MassSpecGymID0224022,MassSpecGymID0230824,0.0228433549285558,0.6603116393089294,Caught,3.0,0.4303951892350285
MassSpecGymID0224050,MassSpecGymID0228311,0.0228433549285558,0.4901657402515411,Missed,3.0,0.4293285456626036
MassSpecGymID0216684,MassSpecGymID0216918,0.974753968815552,0.9525735974311828,Caught,4.0,0.6880082085336665
MassSpecGymID0216686,MassSpecGymID0216920,0.974753968815552,0.9265844225883484,Caught,3.0,0.5598871940152759
MassSpecGymID0216685,MassSpecGymID0216919,0.974753968815552,0.9526403546333312,Caught,3.0,0.6145194519414616
MassSpecGymID0020225,MassSpecGymID0021850,0.0261964560031565,0.3659510016441345,Missed,3.0,0.4632811461735079
MassSpecGymID0020228,MassSpecGymID0021853,0.0261964560031565,0.4638261795043945,Missed,2.0,0.4621370723317574
MassSpecGymID0208156,MassSpecGymID0229825,0.0263105578295731,0.6204835772514343,Caught,1.0,0.8111032542755696
MassSpecGymID0191883,MassSpecGymID0237459,0.0303480530430752,0.3465550243854522,Missed,4.0,0.07180440686791266
MassSpecGymID0078835,MassSpecGymID0079018,0.0314935348347641,0.7975368499755859,Caught,3.0,0.305288692301509
MassSpecGymID0078834,MassSpecGymID0079014,0.0314935348347641,0.9248562455177308,Caught,3.0,0.30601896865793154
MassSpecGymID0234615,MassSpecGymID0238198,0.9677999317820408,0.3033744692802429,Missed,3.0,0.9480454895051826
MassSpecGymID0049408,MassSpecGymID0053185,0.0324828868619579,0.7573797106742859,Caught,4.0,0.20693253716056415
MassSpecGymID0049402,MassSpecGymID0053187,0.0324828868619579,0.831935465335846,Caught,3.0,0.17354679352817087
MassSpecGymID0049403,MassSpecGymID0053192,0.0324828868619579,0.4797964096069336,Missed,2.0,0.19919127421111021
MassSpecGymID0049412,MassSpecGymID0053190,0.0324828868619579,0.6491732001304626,Caught,4.0,0.27232589450416056
MassSpecGymID0049413,MassSpecGymID0053188,0.0324828868619579,0.7534172534942627,Caught,4.0,0.26238176867448637
MassSpecGymID0049399,MassSpecGymID0053189,0.0324828868619579,0.831179678440094,Caught,3.0,0.20166348575195475
MassSpecGymID0049401,MassSpecGymID0053195,0.0324828868619579,0.6737593412399292,Caught,3.0,0.6484540722000584
MassSpecGymID0049406,MassSpecGymID0053186,0.0324828868619579,0.3837524354457855,Missed,1.0,0.7410035408745881
MassSpecGymID0049409,MassSpecGymID0053183,0.0324828868619579,0.3756164610385895,Missed,3.0,0.2546241362656958
MassSpecGymID0049401,MassSpecGymID0053186,0.0324828868619579,0.6709460020065308,Caught,2.0,0.6919683017154532
MassSpecGymID0049405,MassSpecGymID0053184,0.0324828868619579,0.8135592937469482,Caught,3.0,0.5734298705863156
MassSpecGymID0049400,MassSpecGymID0053191,0.0324828868619579,0.3182294964790344,Missed,4.0,0.2015140712675832
MassSpecGymID0216159,MassSpecGymID0218258,0.9654017380881436,0.9110751748085022,Caught,3.0,0.6576097949599166
MassSpecGymID0216160,MassSpecGymID0218259,0.9654017380881436,0.9474671483039856,Caught,2.0,0.5557302275098528
MassSpecGymID0233424,MassSpecGymID0238534,0.0349743125535896,0.0592737831175327,Missed,2.0,0.5052725433794281
MassSpecGymID0232803,MassSpecGymID0234613,0.9649333965885332,0.6818321347236633,Caught,4.0,0.7362816202879983
MassSpecGymID0232805,MassSpecGymID0234615,0.9649333965885332,0.7086049318313599,Caught,3.0,0.92937215489671
